Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Albania,ALB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.6,5.1,3.6,4.4,5.7,6.7,6.4,6.1,7,7.3,9.5,9.1,26.5,22.3,18.4,12.9,12.3,14.9,17.7,18.4,16.8,16.4,4.61,15,14.4,6.57,13.8,15.97,13.06,13.67,14.09,13.48,13.38,15.87,18.05,17.19,15.42,13.62,12.3,11.47,..,..,..
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,226.005421253526,85.0047512387157,22.5650526933696,7.79321853789215,12.7254778087102,33.1802743753957,20.6428588670596,0.389437653561606,0.0500181363468233,3.10758827031435,7.77052583431551,0.484002611818484,2.28001916938099,2.36658195679796,2.37072831904283,2.93268248162319,3.32087090389268,2.2669220945083,3.62604695579817,3.42912324722164,2.03159268395298,1.93762080205227,1.62586504402607,1.89617402592367,1.2754316836742,1.98666133171191,2.02805963071136,1.41109078954248,1.62088661717004,2.04147163139546,6.72520271530062
Albania,ALB,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13300000,34800000,-77800000,-41800000,-34100000,-40600000,-5300000,-4400000,-37700000,-62100000,-133800000,-208000000,-470500000,-489900000,-459700000,-474800000,-678300000,-479700000,-553540000,-691400000,-825800000,-1041500000,-1152120000,-1362600020.61233,-1688894464.01388,-1923340854.61311,-2276141812.44961,-3059861588.00838,-3810604330.09339,-3392763361.1821,-3036521620.00288,-3498287686.25404,-2858472277.77108,-2611536009.43326,-2930554140.34547,-2548030268.07578,-2881304258.43747,-3204589713.43558,-3381296740.55192,-3517361630.15175,-3419884648.54334,-4513572351.53609,-4466603019.87041
Albania,ALB,"Population ages 15-64, total",SP.POP.1564.TO,860262,880985,901816,923218,946272,971355,998344,1027517,1061209,1098019,1133706,1170473,1210344,1251182,1293783,1338552,1384060,1431424,1478214,1524705,1572194,1618587,1666404,1714016,1760965,1806483,1849298,1892829,1933503,1989469,2027747,2016781,2004866,1992321,1979487,1966765,1955476,1946725,1940715,1936964,1934786,1928110,1934852,1940739,1946550,1951717,1955295,1956736,1957585,1959562,1963578,1969436,1974096,1975006,1972967,1967517,1962501,1958423,1951044,1937930,1921404,1897426,1865176
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723615449.12903,2434747053.99859,2001444542.3228,2702982015.48253,2909316432.96736,3136284304.35366,3039859185.0275,3370870373.60872,3852147023.70112,4257253260.6934,4863526892.69565,5077182745.7479,6766744027.55197,8707858006.19387,13209871629.0641,15557901444.8724,17728240936.5735,20972112004.1893,26364491320.0949,33243709744.0899,42345829090.2411,44348587045.922,45207170761.6458,48801369810.5583,53698548297.5643,57937868670.1937,63692012412.3215,66745822963.0787,59089400190.4837,55634719135.3597,62048505222.3414,45715676428.2766,48003133346.9957,49945585165.7899,42543177031.1723,41764291963.8532,46941553939.5593,48177612042.1507,48187781711.0308,48640671734.9711,54790398813.0005,54744698044.2331,56760355865.0082,67863850333.9526,85332581188.6107,103198211973.242,117027280692.356,134977082623.78,171000699876.747,137211004291.274,161207306304.794,200013097903.17,209059081828.261,209755003250.664,213809980720.787,165979224316.667,160034212613.438,170096989042.831,174910891124.491,171760290068.157,145743722826.258,163472233245.77,191912889420.911
Algeria,DZA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.230279996991158,0.366400003433228,0.196229994297028,0.163570001721382,0.066040001809597,..,..,..,..,..,..,..,..,..,..,..,0.534319996833801,..,..,..,..,..
Algeria,DZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.64,21.26,20.6,24.38,26.23,27.74,31.84,..,25.43,..,..,29.77,27.3,25.9,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.21,11.21,10.2,12,..,..,..,..,..
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,6.59999999900016,2.62664165105633,3.65630712983235,6.17283950622714,4.699612403417,8.2303166526514,9.43073540174554,11.989283322105,17.5239234455033,11.3486005086091,9.51782449754965,14.6548426360635,6.54250963007668,5.96716393032723,8.11639795517099,10.4822870444468,12.3716091651298,7.44126091287252,5.9115449637349,9.30436125843164,16.6525343885433,25.8863869348513,31.6696619117149,20.5403261235826,29.0476561173071,29.7796264864999,18.679075860175,5.73352275357186,4.95016163793115,2.64551113392798,0.339163189071755,4.22598834854679,1.41830192345045,4.268953958395,3.96180030257191,1.38244656662119,2.31149918514421,3.67899574741703,4.85859062814938,5.73706036145632,3.91106195534027,4.52421150505276,8.89145091062314,3.25423910998847,2.91692692067457,4.78444700693894,6.39769480268749,5.59111590961673,4.26999020467078,1.95176821052894,2.41513094083414,7.22606307415476,9.26551551551551
Algeria,DZA,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-188822192.480992,-953125394.224041,1679094794.46334,4055557728.19335,4028909224.19607,3620493483.38476,3226277982.63162,3557428449.89235,4223119455.82561,185440509.819628,2412912027.96025,945599431.930253,1161586678.15957,4186990243.75268,5477869579.04495,..,..,..,..,..,..,..,..,..,..,..,..,..,26516999999.9988,34220000000.0016,34081918031.5377,40082572964.2803,7789876282.06141,18301308526.0974,25978556382.497,19930067045.5444,9945201742.96609,576139212.271397,-17812024818.5781,-19999945988.0067,-14241146081.1526,-7160573448.09523,-9007461227.5069,-12992250331.4334,1233318134.13445,26809201225.7397
Algeria,DZA,"Population ages 15-64, total",SP.POP.1564.TO,5824918,5869897,5905143,5943869,6001519,6072016,6172846,6313036,6471455,6640764,6813363,6989839,7175283,7373785,7589845,7871099,8201406,8501215,8793101,9112626,9454469,9818280,10205109,10615287,11049456,11508322,11985995,12442958,12880345,13329909,13789483,14250380,14710931,15182962,15668783,16176902,16727703,17309467,17887221,18466896,19055389,19637295,20206328,20759991,21301420,21799276,22287052,22796543,23293706,23777487,24238179,24667114,25063165,25412579,25723551,26021777,26311329,26594763,26884238,27191521,27520307,27878915,28275097
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,512000000,524000000,509000000,500000000,493000000,518000000,560000000,675000000,573000000,570000000,640000000,638000000,643000000,673000000,671000000,612000000,639000000,647000000,716000000,709000000,..
American Samoa,ASM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.187869995832443,0.325280010700226,0.366919994354248,0.395520001649857,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.99,17.24,19.08,14.87,13.79,14.35,12.41,12.61,12.78,12.96,13.11,13.29,13.38,..,..,..,5.11,..,..,..,..,..,..,..,..,..,5.05,..,..,..,..,9.98,..,..,..,..,9.2,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population ages 15-64, total",SP.POP.1564.TO,9725,10081,10499,10905,11295,11685,12064,12439,12836,13268,13705,14110,14493,14863,15238,15661,16138,16635,17140,17655,18286,19066,19907,20781,21687,22617,23568,24527,25492,26464,27284,27901,28471,29045,29630,30219,30810,31411,32006,32588,32997,33167,33248,33301,33351,33435,33542,33645,33710,33691,33669,33647,33521,33300,33003,32646,32236,31783,31297,30760,30184,29563,29039
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,78617622.6156681,89406587.6603222,113414399.179807,150841573.45039,186557164.008677,220112879.759613,227284061.472147,253998001.243161,308020288.906308,411548365.741102,446377571.45778,388982990.468389,375914806.528782,327849981.484634,330073057.021977,346742876.30271,481996191.303733,611300147.254444,721425971.769055,795489464.025027,1028989393.70295,1106891024.78653,1209992649.56688,1007090915.05999,1017544675.49713,1178745314.32635,1224023415.65326,1180646068.29262,1211953953.56347,1239840269.71814,1429048105.66618,1546912331.8807,1755989899.29591,2361635782.06019,2895047587.11888,3159826891.50873,3456265061.72065,3952397734.85484,4085781938.51652,3674188228.95025,3449925738.83342,3629133574.51365,3188652765.29297,3193512950.01572,3271685596.5215,2789881258.60547,2896610479.86779,3000162081.22356,3218419896.93327,3155149347.92151,2891001149.40074,3325145406.77109,3352032737.0391
Andorra,AND,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1343788985.80286,-1052957014.06084,-1327089216.6844,..
Andorra,AND,"Population ages 15-64, total",SP.POP.1564.TO,6261,6761,7275,7804,8348,8913,9525,10229,11022,11889,12837,13860,14951,16109,17319,18557,19811,21073,22323,23555,24780,26019,27309,28647,30006,31376,32826,34363,35910,37445,38959,40463,41960,43434,44876,46281,47067,47233,47362,47476,47593,48829,51195,53592,56003,58398,58718,57020,55375,53732,52106,51344,51422,51472,51536,51591,52153,53251,54305,55337,56310,57212,57663
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5930503400.96263,5550483035.96497,5550483035.96497,5784341596.36339,6131475065.17815,7554065410.121,7072536108.69711,8084412414.26566,8769836768.83482,10201780976.6696,11229515599.3048,12704558516.5916,15114352005.3033,11051939101.56,3390500000,5561222222.22222,7526963963.96396,7648377412.83277,6506229607.29432,6152922942.98032,9129594818.60749,8936079252.77131,15285592487.4237,17812704626.2324,23552057820.4599,36970901025.2032,52381025105.2177,65266415706.9741,88538664888.1983,70307196477.0815,81699526880.8079,109436566876.419,124998210652.243,133401582620.494,137244439121.374,87219300384.5072,49840491178.1518,68972769395.6274,77792944471.9494,69309110145.7687,50241368243.6314,65685435100.4986,106713618735.434
Angola,AGO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0322900004684925,..,..,..,..,..,..
Angola,AGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.2,14.9,18.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.64,..,..,..,..,3.78,9.43,16.77,..,..,9.58,..,..,..,..,16.5,..,15.8,..
Angola,AGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.7837837837838,299.509803921569,1378.52760736196,949.792531120332,2666.45059288538,4145.10598220638,219.176721172974,107.284821528298,248.195902412868,324.996871601321,152.561022469299,108.897436089429,98.2241436573304,43.5421067519686,22.9535138513941,13.3052101780031,12.2514974459487,12.4758291326398,13.7302839288409,14.4696564932576,13.4824679218511,10.277904921884,8.7778142933262,7.28038730361122,9.35383972513758,30.6989578589225,29.8425777887099,19.6305943641961,17.0797044074954,22.2715643068877,25.7542656453085,..
Angola,AGO,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,900000000,260000000,1019000000,1120000000,1676000000,2305700000,2102100000,1844766000,1437900000,1562500000,2255032000,3054539000,2409760000,1463520000,2047450000,4881200000,3355140000,4567770678.17,4028055471,7643217554.4,15756173956.528,23084603431.746,30734729604.53,42931755130.519,18168010016.47,33927995188.52,47081836430.7582,47389426685.2801,41915531034.3135,30589613989.4168,12488593164.324,14548384197.7091,20150211603.7098,24959919442.242,20598502994.2633,11394296844.8436,21786642288.8261,32770671648.2886
Angola,AGO,"Population ages 15-64, total",SP.POP.1564.TO,2929489,2947964,2961986,2973027,2977902,2979781,2979149,2974713,2972783,2984176,3016293,3078554,3177354,3297878,3425952,3557944,3692342,3834326,3985406,4141958,4305938,4475608,4649566,4827914,5007427,5186536,5363036,5533925,5706137,5885334,6070230,6259500,6451763,6645549,6848699,7072670,7314252,7568942,7832100,8101048,8382476,8678285,8988627,9317374,9665698,10028973,10405837,10798883,11205663,11626985,12069114,12532842,13014212,13510168,14019670,14540242,15083377,15651045,16229250,16823353,17417386,18020088,18643225
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77496753.7037037,87879341.4814815,109079978.888889,131431026.666667,147841734.444444,164369278.888889,182144092.962963,208372846.296296,240923924.814815,290440140.740741,337174861.851852,398637727.777778,438794788.518519,459470370.37037,481707407.407407,499281481.481481,535174074.074074,589429629.62963,577281481.481481,633729629.62963,680618518.518518,727859259.259259,766200000,826370370.37037,800481481.481481,814381481.481481,856396296.296296,919729629.62963,1022962962.96296,1157662962.96296,1312759259.25926,1370070370.37037,1228329629.62963,1148700000,1137637037.03704,1199948148.14815,1181448148.14815,1249733333.33333,1336692592.59259,1436585185.18519,1467955555.55556,1604770370.37037,1675403703.7037,1416348148.14815,1560518518.51852,1757603703.7037
Antigua and Barbuda,ATG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,20.46,19.46,19.45,20.69,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,..,..,8.42,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.12128789571148,0.771779796900182,1.40279663573984,2.40765801293492,1.99353055152456,2.03007757853236,2.09875196709306,1.78778537419119,1.4160525940974,5.33380639820237,-0.550159995508912,3.3700254022015,3.45674967234602,3.37688044338876,1.05949782356168,1.0894415743536,0.968993458825599,-0.489437796230513,2.43248789041366,1.20715793367003,1.43135598182989,0.625989707046698,2.06299638545331,7.53107834634288
Antigua and Barbuda,ATG,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-30400000,-29488888.8888889,-55718518.5185185,-55214814.8148148,-73859259.2592593,-77414814.8148148,-63218518.5185185,-114966666.666667,-146500000,-180962962.962963,-195711111.111111,-176307407.407407,-217185185.185185,-202014814.814815,-203581481.481481,-186762962.962963,-208351851.851852,-243055555.555556,-237896296.296296,-271907407.407407,-275981481.481481,-284403703.703704,-314829600,-290036774.074074,-272848888.888889,-269352840,-307559303.703704,-345297645.925926,-372684545.185185,-485706333.333333,-589627361.111111,-604500112.962963,-428165655.925926,-408168171.851852,-374569490.740741,-424505362.592593,-430183296.666667,-433644319.835593,-358537055.904741,-393090774.733333,-456694619.629448,-579759487.633333,-576692646.937485,-405874748.543356,-477673733.010307,-662816113.264911
